CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name
15581,121,14,3429.9700000000003,2,5,5,255,At Risk,0,Regular Customers
15582,25,3,682.9100000000001,4,3,3,433,Loyal Customers,0,Regular Customers
15584,24,5,722.61,4,4,3,443,Loyal Customers,0,Regular Customers
15585,177,1,455.3,1,1,2,112,Lost Customers,1,Lost Customers
15587,50,4,913.68,3,4,3,343,Loyal Customers,0,Regular Customers
15589,253,4,456.58,1,4,2,142,At Risk,1,Lost Customers
15592,47,1,388.58,3,1,2,312,Potential Loyalists,0,Regular Customers
15593,71,1,199.8,2,1,1,211,Lost Customers,0,Regular Customers
15594,16,6,1767.53,4,4,4,444,Champions,0,Regular Customers
15596,101,9,1343.34,2,5,4,254,At Risk,0,Regular Customers
15597,30,2,315.71999999999997,4,2,2,422,New Customers,0,Regular Customers
15598,35,3,235.68,3,3,1,331,Potential Loyalists,0,Regular Customers
15599,27,2,761.74,4,2,3,423,New Customers,0,Regular Customers
15601,11,17,6745.36,5,5,5,555,Champions,0,Regular Customers
15602,8,15,1083.63,5,5,4,554,Champions,0,Regular Customers
15603,79,1,48.48,2,1,1,211,Lost Customers,0,Regular Customers
15604,52,1,216.39,3,1,1,311,Potential Loyalists,0,Regular Customers
15605,36,5,1198.23,3,4,4,344,Loyal Customers,0,Regular Customers
15606,57,11,2422.64,3,5,5,355,Loyal Customers,0,Regular Customers
15607,337,1,104.76,1,1,1,111,Lost Customers,1,Lost Customers
15608,28,4,1093.68,4,4,4,444,Champions,0,Regular Customers
15609,183,2,270.03000000000003,1,2,2,122,Lost Customers,1,Lost Customers
15610,52,1,112.46,3,1,1,311,Potential Loyalists,0,Regular Customers
15611,10,15,1568.39,5,5,4,554,Champions,0,Regular Customers
15612,36,2,195.15,3,2,1,321,Potential Loyalists,0,Regular Customers
15615,10,27,10360.04,5,5,5,555,Champions,3,Loyal High Spenders
15618,33,5,747.031,3,4,3,343,Loyal Customers,0,Regular Customers
15619,11,1,336.4,5,1,2,512,New Customers,0,Regular Customers
15620,50,6,1524.4,3,4,4,344,Loyal Customers,0,Regular Customers
15621,4,6,1158.77,5,4,4,544,Champions,0,Regular Customers
15622,3,16,3224.53,5,5,5,555,Champions,0,Regular Customers
15623,141,1,301.03,2,1,2,212,Lost Customers,1,Lost Customers
15624,117,4,588.13,2,4,3,243,At Risk,0,Regular Customers
15625,100,8,1504.56,2,5,4,254,At Risk,0,Regular Customers
15626,75,2,675.8,2,2,3,223,Lost Customers,0,Regular Customers
15628,5,10,2865.64,5,5,5,555,Champions,0,Regular Customers
15630,45,3,1180.4,3,3,4,334,Loyal Customers,0,Regular Customers
15632,16,10,3147.31,4,5,5,455,Champions,0,Regular Customers
15634,17,1,243.55,4,1,1,411,New Customers,0,Regular Customers
15636,90,2,724.76,2,2,3,223,Lost Customers,0,Regular Customers
15637,53,1,223.36,3,1,1,311,Potential Loyalists,0,Regular Customers
15639,134,1,425.32,2,1,2,212,Lost Customers,0,Regular Customers
15640,4,17,12433.34,5,5,5,555,Champions,0,Regular Customers
15641,105,4,1887.2,2,4,4,244,At Risk,0,Regular Customers
15643,179,6,647.4,1,4,3,143,At Risk,1,Lost Customers
15644,166,4,813.0,2,4,3,243,At Risk,1,Lost Customers
15645,19,1,612.01,4,1,3,413,New Customers,0,Regular Customers
15646,158,4,425.14,2,4,2,242,At Risk,1,Lost Customers
15648,204,4,599.9,1,4,3,143,At Risk,1,Lost Customers
15649,336,2,816.0,1,2,3,123,Lost Customers,1,Lost Customers
15651,37,3,646.3,3,3,3,333,Loyal Customers,0,Regular Customers
15652,91,1,337.74,2,1,2,212,Lost Customers,0,Regular Customers
15653,93,2,877.44,2,3,3,233,At Risk,0,Regular Customers
15654,9,2,922.53,5,3,4,534,Loyal Customers,0,Regular Customers
15655,233,2,511.32,1,3,3,133,At Risk,1,Lost Customers
15656,45,4,748.5,3,4,3,343,Loyal Customers,0,Regular Customers
15657,23,1,30.0,4,1,1,411,New Customers,0,Regular Customers
15658,190,8,958.9,1,5,4,154,At Risk,1,Lost Customers
15659,44,1,306.45,3,1,2,312,Potential Loyalists,0,Regular Customers
15660,25,12,1552.01,4,5,4,454,Champions,0,Regular Customers
15661,317,2,309.8,1,3,2,132,At Risk,1,Lost Customers
15663,106,1,138.14,2,1,1,211,Lost Customers,0,Regular Customers
15664,51,2,358.63,3,3,2,332,Potential Loyalists,0,Regular Customers
15665,168,2,2242.01,2,3,5,235,At Risk,1,Lost Customers
15667,40,1,301.32,3,1,2,312,Potential Loyalists,0,Regular Customers
15668,218,1,76.32000000000001,1,1,1,111,Lost Customers,1,Lost Customers
15669,40,5,677.69,3,4,3,343,Loyal Customers,0,Regular Customers
15670,297,1,173.05,1,1,1,111,Lost Customers,1,Lost Customers
15671,19,10,2635.49,4,5,5,455,Champions,0,Regular Customers
15673,88,4,2881.02,2,4,5,245,At Risk,0,Regular Customers
15674,73,8,1744.02,2,5,4,254,At Risk,0,Regular Customers
15675,81,3,323.69,2,3,2,232,At Risk,0,Regular Customers
15676,9,5,3324.09,5,4,5,545,Champions,0,Regular Customers
15677,49,1,657.23,3,1,3,313,Potential Loyalists,0,Regular Customers
15678,53,1,352.7,3,1,2,312,Potential Loyalists,0,Regular Customers
15679,24,4,781.28,4,4,3,443,Loyal Customers,0,Regular Customers
15680,9,3,1333.68,5,3,4,534,Loyal Customers,0,Regular Customers
15681,18,6,946.36,4,4,4,444,Champions,0,Regular Customers
15683,117,1,193.75,2,1,1,211,Lost Customers,0,Regular Customers
15687,9,11,2981.5,5,5,5,555,Champions,0,Regular Customers
15689,120,2,254.1,2,3,2,232,At Risk,0,Regular Customers
15690,4,2,239.76,5,3,1,531,Potential Loyalists,0,Regular Customers
15691,252,1,136.8,1,1,1,111,Lost Customers,1,Lost Customers
15692,28,1,191.04,4,1,1,411,New Customers,0,Regular Customers
15694,1,15,6423.6,5,5,5,555,Champions,0,Regular Customers
15695,267,2,409.98,1,3,2,132,At Risk,1,Lost Customers
15696,33,12,2644.46,3,5,5,355,Loyal Customers,0,Regular Customers
15699,18,1,309.65,4,1,2,412,New Customers,0,Regular Customers
15700,172,3,664.03,2,3,3,233,At Risk,1,Lost Customers
15701,2,4,1542.14,5,4,4,544,Champions,0,Regular Customers
15703,265,1,211.5,1,1,1,111,Lost Customers,1,Lost Customers
15704,140,4,2293.62,2,4,5,245,At Risk,0,Regular Customers
15705,201,1,143.1,1,1,1,111,Lost Customers,1,Lost Customers
15706,60,7,1001.81,3,5,4,354,Loyal Customers,0,Regular Customers
15707,35,4,945.58,3,4,4,344,Loyal Customers,0,Regular Customers
15708,41,11,3329.7200000000003,3,5,5,355,Loyal Customers,0,Regular Customers
15709,284,1,133.25,1,1,1,111,Lost Customers,1,Lost Customers
15712,9,5,1072.36,5,4,4,544,Champions,0,Regular Customers
15713,143,3,346.75,2,3,2,232,At Risk,1,Lost Customers
15714,12,2,330.88,4,3,2,432,Potential Loyalists,0,Regular Customers
15716,146,4,1118.81,2,4,4,244,At Risk,1,Lost Customers
15717,234,1,150.3,1,1,1,111,Lost Customers,1,Lost Customers
15719,33,14,5043.96,3,5,5,355,Loyal Customers,0,Regular Customers
15720,24,1,598.73,4,1,3,413,New Customers,0,Regular Customers
15721,12,1,507.08,4,1,3,413,New Customers,0,Regular Customers
15722,36,6,2181.21,3,4,5,345,Loyal Customers,0,Regular Customers
15723,365,1,203.1,1,1,1,111,Lost Customers,1,Lost Customers
15724,201,3,212.3,1,3,1,131,At Risk,1,Lost Customers
15725,15,1,415.25,4,1,2,412,New Customers,0,Regular Customers
15727,17,7,5178.96,4,5,5,455,Champions,0,Regular Customers
15729,198,2,62.0,1,3,1,131,At Risk,1,Lost Customers
15730,66,4,1108.38,3,4,4,344,Loyal Customers,0,Regular Customers
15732,212,2,294.12,1,3,2,132,At Risk,1,Lost Customers
15733,283,1,162.3,1,1,1,111,Lost Customers,1,Lost Customers
15734,115,2,1339.45,2,3,4,234,At Risk,0,Regular Customers
15737,15,12,1121.21,4,5,4,454,Champions,0,Regular Customers
15738,19,19,4788.77,4,5,5,455,Champions,0,Regular Customers
15739,66,1,449.12,3,1,2,312,Potential Loyalists,0,Regular Customers
15740,49,1,154.88,3,1,1,311,Potential Loyalists,0,Regular Customers
15743,16,4,784.46,4,4,3,443,Loyal Customers,0,Regular Customers
15744,78,1,34.8,2,1,1,211,Lost Customers,0,Regular Customers
15745,9,6,1071.24,5,4,4,544,Champions,0,Regular Customers
15746,134,2,182.96,2,3,1,231,At Risk,0,Regular Customers
15747,13,3,974.04,4,3,4,434,Loyal Customers,0,Regular Customers
15748,40,1,149.31,3,1,1,311,Potential Loyalists,0,Regular Customers
15749,235,4,21535.9,1,4,5,145,At Risk,1,Lost Customers
15750,3,9,2451.23,5,5,5,555,Champions,0,Regular Customers
15752,40,8,2628.93,3,5,5,355,Loyal Customers,0,Regular Customers
15753,305,1,79.2,1,1,1,111,Lost Customers,1,Lost Customers
15754,51,4,455.67,3,4,2,342,Potential Loyalists,0,Regular Customers
15755,1,8,2318.88,5,5,5,555,Champions,0,Regular Customers
15756,61,4,532.96,3,4,3,343,Loyal Customers,0,Regular Customers
15757,66,2,714.42,3,3,3,333,Loyal Customers,0,Regular Customers
15758,25,1,205.25,4,1,1,411,New Customers,0,Regular Customers
15759,218,3,253.04,1,3,2,132,At Risk,1,Lost Customers
15762,65,2,583.75,3,3,3,333,Loyal Customers,0,Regular Customers
15763,32,3,1048.67,3,3,4,334,Loyal Customers,0,Regular Customers
15764,81,10,3245.47,2,5,5,255,At Risk,0,Regular Customers
15766,64,1,315.06,3,1,2,312,Potential Loyalists,0,Regular Customers
15768,116,4,581.8299999999999,2,4,3,243,At Risk,0,Regular Customers
15769,7,29,51823.72,5,5,5,555,Champions,3,Loyal High Spenders
15773,6,1,635.6800000000001,5,1,3,513,New Customers,0,Regular Customers
15774,69,1,270.8,3,1,2,312,Potential Loyalists,0,Regular Customers
15775,245,1,104.9,1,1,1,111,Lost Customers,1,Lost Customers
15776,133,1,241.62,2,1,1,211,Lost Customers,0,Regular Customers
15777,241,5,1021.61,1,4,4,144,At Risk,1,Lost Customers
15780,184,3,475.28,1,3,2,132,At Risk,1,Lost Customers
15781,25,4,333.56,4,4,2,442,Potential Loyalists,0,Regular Customers
15782,10,4,2593.94,5,4,5,545,Champions,0,Regular Customers
15783,11,1,246.3,5,1,2,512,New Customers,0,Regular Customers
15785,30,8,2303.75,4,5,5,455,Champions,0,Regular Customers
15786,44,5,4834.2,3,4,5,345,Loyal Customers,0,Regular Customers
15787,26,3,948.05,4,3,4,434,Loyal Customers,0,Regular Customers
15789,358,1,351.3,1,1,2,112,Lost Customers,1,Lost Customers
15790,10,1,220.85,5,1,1,511,New Customers,0,Regular Customers
15791,44,3,1604.44,3,3,4,334,Loyal Customers,0,Regular Customers
15793,9,4,948.96,5,4,4,544,Champions,0,Regular Customers
15795,150,1,610.01,2,1,3,213,Lost Customers,1,Lost Customers
15796,1,10,2666.61,5,5,5,555,Champions,0,Regular Customers
15797,113,4,2207.4,2,4,5,245,At Risk,0,Regular Customers
15799,76,3,884.14,2,3,3,233,At Risk,0,Regular Customers
15800,107,2,699.08,2,3,3,233,At Risk,0,Regular Customers
15801,46,4,1042.19,3,4,4,344,Loyal Customers,0,Regular Customers
15803,51,1,415.8200000000001,3,1,2,312,Potential Loyalists,0,Regular Customers
15804,1,19,3848.55,5,5,5,555,Champions,0,Regular Customers
15805,23,20,5452.17,4,5,5,455,Champions,0,Regular Customers
15806,46,3,784.58,3,3,3,333,Loyal Customers,0,Regular Customers
15807,50,3,903.9,3,3,3,333,Loyal Customers,0,Regular Customers
15808,306,5,3724.77,1,4,5,145,At Risk,1,Lost Customers
15809,36,6,399.21,3,4,2,342,Potential Loyalists,0,Regular Customers
15810,79,7,1145.43,2,5,4,254,At Risk,0,Regular Customers
15811,17,9,2171.32,4,5,5,455,Champions,0,Regular Customers
15812,107,5,1801.14,2,4,4,244,At Risk,0,Regular Customers
15813,208,2,1303.91,1,3,4,134,At Risk,1,Lost Customers
15814,3,6,1842.73,5,4,4,544,Champions,0,Regular Customers
15815,64,5,2100.6,3,4,5,345,Loyal Customers,0,Regular Customers
15819,49,4,1905.45,3,4,4,344,Loyal Customers,0,Regular Customers
15820,320,1,206.98,1,1,1,111,Lost Customers,1,Lost Customers
15821,44,2,570.96,3,3,3,333,Loyal Customers,0,Regular Customers
15822,3,2,885.47,5,3,3,533,Loyal Customers,0,Regular Customers
15825,172,1,532.94,2,1,3,213,Lost Customers,1,Lost Customers
15826,51,4,1649.36,3,4,4,344,Loyal Customers,0,Regular Customers
15827,73,20,1641.48,2,5,4,254,At Risk,0,Regular Customers
15829,99,2,636.14,2,3,3,233,At Risk,0,Regular Customers
15830,29,2,547.7,4,3,3,433,Loyal Customers,0,Regular Customers
15831,58,4,747.76,3,4,3,343,Loyal Customers,0,Regular Customers
15832,254,1,836.79,1,1,3,113,Lost Customers,1,Lost Customers
15834,70,6,2084.9,3,4,5,345,Loyal Customers,0,Regular Customers
15835,44,4,954.09,3,4,4,344,Loyal Customers,0,Regular Customers
15836,45,2,117.47,3,3,1,331,Potential Loyalists,0,Regular Customers
15837,65,1,391.98,3,1,2,312,Potential Loyalists,0,Regular Customers
15838,11,21,33350.76,5,5,5,555,Champions,3,Loyal High Spenders
15839,25,5,1020.74,4,4,4,444,Champions,0,Regular Customers
15840,59,3,345.65999999999997,3,3,2,332,Potential Loyalists,0,Regular Customers
15841,64,6,1209.1,3,4,4,344,Loyal Customers,0,Regular Customers
15843,304,1,118.95,1,1,1,111,Lost Customers,1,Lost Customers
15844,46,1,130.73999999999998,3,1,1,311,Potential Loyalists,0,Regular Customers
15845,18,10,3650.87,4,5,5,455,Champions,0,Regular Customers
15847,38,2,389.27,3,3,2,332,Potential Loyalists,0,Regular Customers
15850,19,2,238.85,4,3,1,431,Potential Loyalists,0,Regular Customers
15852,187,2,160.71,1,3,1,131,At Risk,1,Lost Customers
15853,52,1,110.8,3,1,1,311,Potential Loyalists,0,Regular Customers
15854,4,12,2974.65,5,5,5,555,Champions,0,Regular Customers
15855,137,5,712.24,2,4,3,243,At Risk,0,Regular Customers
15856,4,31,16173.67,5,5,5,555,Champions,3,Loyal High Spenders
15857,19,1,297.0,4,1,2,412,New Customers,0,Regular Customers
15858,16,5,1438.85,4,4,4,444,Champions,0,Regular Customers
15860,41,8,977.21,3,5,4,354,Loyal Customers,0,Regular Customers
15861,12,9,3000.36,4,5,5,455,Champions,0,Regular Customers
15862,8,4,832.88,5,4,3,543,Loyal Customers,0,Regular Customers
15863,26,2,68.84,4,3,1,431,Potential Loyalists,0,Regular Customers
15864,22,8,1769.78,4,5,4,454,Champions,0,Regular Customers
15865,41,3,895.13,3,3,3,333,Loyal Customers,0,Regular Customers
15866,101,1,230.53,2,1,1,211,Lost Customers,0,Regular Customers
15867,5,16,3797.79,5,5,5,555,Champions,0,Regular Customers
15869,277,2,149.64,1,3,1,131,At Risk,1,Lost Customers
15870,33,1,354.09000000000003,3,1,2,312,Potential Loyalists,0,Regular Customers
15872,15,2,360.93,4,3,2,432,Potential Loyalists,0,Regular Customers
15874,63,9,4330.67,3,5,5,355,Loyal Customers,0,Regular Customers
15877,2,3,440.78,5,3,2,532,Potential Loyalists,0,Regular Customers
15880,369,2,313.28000000000003,1,3,2,132,At Risk,1,Lost Customers
15881,312,8,438.24,1,5,2,152,At Risk,1,Lost Customers
15882,199,5,495.36,1,4,3,143,At Risk,1,Lost Customers
15883,2,2,396.48,5,3,2,532,Potential Loyalists,0,Regular Customers
15885,93,3,379.35,2,3,2,232,At Risk,0,Regular Customers
15886,60,1,181.09,3,1,1,311,Potential Loyalists,0,Regular Customers
15888,80,2,141.27,2,3,1,231,At Risk,0,Regular Customers
15889,157,2,446.87,2,3,2,232,At Risk,1,Lost Customers
15891,227,1,524.52,1,1,3,113,Lost Customers,1,Lost Customers
15894,253,2,263.55,1,3,2,132,At Risk,1,Lost Customers
15895,150,1,179.17,2,1,1,211,Lost Customers,1,Lost Customers
15897,194,2,222.05,1,3,1,131,At Risk,1,Lost Customers
15898,1,6,1384.68,5,4,4,544,Champions,0,Regular Customers
15899,369,1,56.25,1,1,1,111,Lost Customers,1,Lost Customers
15900,24,1,351.11,4,1,2,412,New Customers,0,Regular Customers
15901,17,3,363.88,4,3,2,432,Potential Loyalists,0,Regular Customers
15903,10,8,5126.34,5,5,5,555,Champions,0,Regular Customers
15904,8,1,164.68,5,1,1,511,New Customers,0,Regular Customers
15906,20,8,1521.79,4,5,4,454,Champions,0,Regular Customers
15907,4,3,967.45,5,3,4,534,Loyal Customers,0,Regular Customers
15909,174,1,191.94,2,1,1,211,Lost Customers,1,Lost Customers
15910,1,8,1232.18,5,5,4,554,Champions,0,Regular Customers
15912,178,2,264.62,1,3,2,132,At Risk,1,Lost Customers
15916,16,10,1491.24,4,5,4,454,Champions,0,Regular Customers
15917,248,1,123.1,1,1,1,111,Lost Customers,1,Lost Customers
15918,191,2,334.23,1,3,2,132,At Risk,1,Lost Customers
15919,20,2,639.89,4,3,3,433,Loyal Customers,0,Regular Customers
15920,154,4,167.5,2,4,1,241,At Risk,1,Lost Customers
15921,173,1,336.03000000000003,2,1,2,212,Lost Customers,1,Lost Customers
15922,372,2,363.6,1,3,2,132,At Risk,1,Lost Customers
15923,373,1,127.08,1,1,1,111,Lost Customers,1,Lost Customers
15925,194,1,207.15,1,1,1,111,Lost Customers,1,Lost Customers
15930,67,1,426.63,3,1,2,312,Potential Loyalists,0,Regular Customers
15932,4,11,2461.85,5,5,5,555,Champions,0,Regular Customers
15933,21,3,1107.46,4,3,4,434,Loyal Customers,0,Regular Customers
15935,239,2,416.86,1,3,2,132,At Risk,1,Lost Customers
15937,64,1,145.35,3,1,1,311,Potential Loyalists,0,Regular Customers
15938,112,5,404.58,2,4,2,242,At Risk,0,Regular Customers
15939,90,16,6102.26,2,5,5,255,At Risk,0,Regular Customers
15940,311,2,31.799999999999997,1,3,1,131,At Risk,1,Lost Customers
15942,134,1,337.44,2,1,2,212,Lost Customers,0,Regular Customers
15944,277,1,325.1,1,1,2,112,Lost Customers,1,Lost Customers
15945,365,1,181.0,1,1,1,111,Lost Customers,1,Lost Customers
15947,83,1,1708.24,2,1,4,214,Lost Customers,0,Regular Customers
15948,8,2,955.24,5,3,4,534,Loyal Customers,0,Regular Customers
15949,17,2,364.72,4,3,2,432,Potential Loyalists,0,Regular Customers
15950,2,5,1705.26,5,4,4,544,Champions,0,Regular Customers
15951,1,3,669.57,5,3,3,533,Loyal Customers,0,Regular Customers
15952,34,4,806.57,3,4,3,343,Loyal Customers,0,Regular Customers
15953,15,10,1634.53,4,5,4,454,Champions,0,Regular Customers
15955,24,16,4389.81,4,5,5,455,Champions,0,Regular Customers
15957,32,1,428.89,3,1,2,312,Potential Loyalists,0,Regular Customers
15958,74,1,104.35,2,1,1,211,Lost Customers,0,Regular Customers
15963,20,2,470.76,4,3,2,432,Potential Loyalists,0,Regular Customers
15965,17,4,845.64,4,4,3,443,Loyal Customers,0,Regular Customers
15967,23,2,418.83,4,3,2,432,Potential Loyalists,0,Regular Customers
15969,3,4,582.9,5,4,3,543,Loyal Customers,0,Regular Customers
15970,304,1,314.09999999999997,1,1,2,112,Lost Customers,1,Lost Customers
15971,18,12,4199.85,4,5,5,455,Champions,0,Regular Customers
15973,236,3,99.77000000000002,1,3,1,131,At Risk,1,Lost Customers
15974,39,8,3429.55,3,5,5,355,Loyal Customers,0,Regular Customers
15975,84,1,371.01,2,1,2,212,Lost Customers,0,Regular Customers
15976,165,2,430.94,2,3,2,232,At Risk,1,Lost Customers
15977,17,2,1054.73,4,3,4,434,Loyal Customers,0,Regular Customers
15978,77,1,1098.78,2,1,4,214,Lost Customers,0,Regular Customers
15980,89,3,2398.86,2,3,5,235,At Risk,0,Regular Customers
15981,25,8,3408.48,4,5,5,455,Champions,0,Regular Customers
15983,22,4,1475.02,4,4,4,444,Champions,0,Regular Customers
15984,3,11,2816.9700000000003,5,5,5,555,Champions,0,Regular Customers
15985,123,3,1037.42,2,3,4,234,At Risk,0,Regular Customers
15986,30,1,168.11999999999998,4,1,1,411,New Customers,0,Regular Customers
15987,12,7,1451.28,4,5,4,454,Champions,0,Regular Customers
15988,19,1,158.03,4,1,1,411,New Customers,0,Regular Customers
15990,44,2,792.11,3,3,3,333,Loyal Customers,0,Regular Customers
15992,4,1,41.989999999999995,5,1,1,511,New Customers,0,Regular Customers
15993,9,10,2756.82,5,5,5,555,Champions,0,Regular Customers
15994,55,1,427.07,3,1,2,312,Potential Loyalists,0,Regular Customers
15996,88,7,1044.78,2,5,4,254,At Risk,0,Regular Customers
15998,37,6,3084.17,3,4,5,345,Loyal Customers,0,Regular Customers
16000,3,3,12393.7,5,3,5,535,Loyal Customers,0,Regular Customers
16003,30,5,2735.37,4,4,5,445,Champions,0,Regular Customers
16005,12,4,615.39,4,4,3,443,Loyal Customers,0,Regular Customers
16006,211,1,101.4,1,1,1,111,Lost Customers,1,Lost Customers
16007,48,4,1701.94,3,4,4,344,Loyal Customers,0,Regular Customers
16008,24,3,478.78,4,3,2,432,Potential Loyalists,0,Regular Customers
16009,22,4,992.71,4,4,4,444,Champions,0,Regular Customers
16010,246,3,407.5,1,3,2,132,At Risk,1,Lost Customers
16011,8,16,3362.71,5,5,5,555,Champions,0,Regular Customers
16012,35,3,1415.29,3,3,4,334,Loyal Customers,0,Regular Customers
16013,4,54,33366.25,5,5,5,555,Champions,3,Loyal High Spenders
16014,36,4,653.13,3,4,3,343,Loyal Customers,0,Regular Customers
16015,4,4,690.54,5,4,3,543,Loyal Customers,0,Regular Customers
16016,3,10,1483.31,5,5,4,554,Champions,0,Regular Customers
16017,47,1,211.88,3,1,1,311,Potential Loyalists,0,Regular Customers
16018,39,2,408.9,3,3,2,332,Potential Loyalists,0,Regular Customers
16019,2,10,3450.24,5,5,5,555,Champions,0,Regular Customers
16020,17,3,851.01,4,3,3,433,Loyal Customers,0,Regular Customers
16022,260,1,628.28,1,1,3,113,Lost Customers,1,Lost Customers
16023,46,3,719.8100000000001,3,3,3,333,Loyal Customers,0,Regular Customers
16024,12,1,251.24,4,1,2,412,New Customers,0,Regular Customers
16025,30,1,439.66,4,1,2,412,New Customers,0,Regular Customers
16026,43,1,236.09,3,1,1,311,Potential Loyalists,0,Regular Customers
16027,92,7,852.12,2,5,3,253,At Risk,0,Regular Customers
16029,39,76,50992.61,3,5,5,355,Loyal Customers,3,Loyal High Spenders
16030,310,1,331.24,1,1,2,112,Lost Customers,1,Lost Customers
16031,92,2,548.94,2,3,3,233,At Risk,0,Regular Customers
16033,6,27,8727.61,5,5,5,555,Champions,3,Loyal High Spenders
16034,196,3,437.7,1,3,2,132,At Risk,1,Lost Customers
16036,87,2,758.9200000000001,2,3,3,233,At Risk,0,Regular Customers
16037,270,3,855.02,1,3,3,133,At Risk,1,Lost Customers
16038,8,4,454.33,5,4,2,542,Potential Loyalists,0,Regular Customers
16040,65,3,1313.55,3,3,4,334,Loyal Customers,0,Regular Customers
16041,31,3,3166.4,4,3,5,435,Loyal Customers,0,Regular Customers
16042,22,7,1147.37,4,5,4,454,Champions,0,Regular Customers
16043,38,4,773.99,3,4,3,343,Loyal Customers,0,Regular Customers
16045,120,4,1340.7,2,4,4,244,At Risk,0,Regular Customers
16048,86,3,243.69000000000003,2,3,1,231,At Risk,0,Regular Customers
16049,40,3,1111.79,3,3,4,334,Loyal Customers,0,Regular Customers
16050,174,1,137.9,2,1,1,211,Lost Customers,1,Lost Customers
16052,54,1,362.06,3,1,2,312,Potential Loyalists,0,Regular Customers
16053,33,2,1511.95,3,3,4,334,Loyal Customers,0,Regular Customers
16054,145,1,783.9,2,1,3,213,Lost Customers,1,Lost Customers
16055,221,1,134.8,1,1,1,111,Lost Customers,1,Lost Customers
16056,45,1,664.85,3,1,3,313,Potential Loyalists,0,Regular Customers
16057,4,10,2140.2200000000003,5,5,5,555,Champions,0,Regular Customers
16059,66,6,1459.86,3,4,4,344,Loyal Customers,0,Regular Customers
16062,10,4,1153.62,5,4,4,544,Champions,0,Regular Customers
16063,260,1,335.32,1,1,2,112,Lost Customers,1,Lost Customers
16065,365,1,372.09,1,1,2,112,Lost Customers,1,Lost Customers
16066,17,5,1521.87,4,4,4,444,Champions,0,Regular Customers
16070,22,2,852.15,4,3,3,433,Loyal Customers,0,Regular Customers
16071,45,1,326.24,3,1,2,312,Potential Loyalists,0,Regular Customers
16072,288,1,584.3199999999999,1,1,3,113,Lost Customers,1,Lost Customers
16073,292,2,94.35,1,3,1,131,At Risk,1,Lost Customers
16076,3,11,2173.53,5,5,5,555,Champions,0,Regular Customers
16078,284,1,79.2,1,1,1,111,Lost Customers,1,Lost Customers
16079,17,3,1352.0,4,3,4,434,Loyal Customers,0,Regular Customers
16080,82,3,176.6,2,3,1,231,At Risk,0,Regular Customers
16081,56,5,2806.9,3,4,5,345,Loyal Customers,0,Regular Customers
16083,101,2,1317.62,2,3,4,234,At Risk,0,Regular Customers
16084,299,1,436.18,1,1,2,112,Lost Customers,1,Lost Customers
16085,23,5,981.51,4,4,4,444,Champions,0,Regular Customers
16086,59,6,1119.31,3,4,4,344,Loyal Customers,0,Regular Customers
16091,155,2,315.06,2,3,2,232,At Risk,1,Lost Customers
16092,99,5,779.36,2,4,3,243,At Risk,0,Regular Customers
16093,107,1,17.0,2,1,1,211,Lost Customers,0,Regular Customers
16094,12,6,1041.83,4,4,4,444,Champions,0,Regular Customers
16096,264,1,320.62,1,1,2,112,Lost Customers,1,Lost Customers
16097,240,1,185.05,1,1,1,111,Lost Customers,1,Lost Customers
16098,88,7,2005.63,2,5,4,254,At Risk,0,Regular Customers
16099,50,3,731.9,3,3,3,333,Loyal Customers,0,Regular Customers
16101,9,3,1245.96,5,3,4,534,Loyal Customers,0,Regular Customers
16102,42,3,1842.14,3,3,4,334,Loyal Customers,0,Regular Customers
16103,7,6,1429.64,5,4,4,544,Champions,0,Regular Customers
16104,62,1,302.36,3,1,2,312,Potential Loyalists,0,Regular Customers
16105,249,1,336.96,1,1,2,112,Lost Customers,1,Lost Customers
16106,66,1,108.38,3,1,1,311,Potential Loyalists,0,Regular Customers
16107,18,7,3204.1600000000003,4,5,5,455,Champions,0,Regular Customers
16108,85,2,816.1,2,3,3,233,At Risk,0,Regular Customers
16109,219,2,611.88,1,3,3,133,At Risk,1,Lost Customers
16110,45,3,1337.48,3,3,4,334,Loyal Customers,0,Regular Customers
16112,143,4,195.74,2,4,1,241,At Risk,0,Regular Customers
16113,183,1,161.38,1,1,1,111,Lost Customers,1,Lost Customers
16114,171,1,135.75000000000003,2,1,1,211,Lost Customers,1,Lost Customers
16115,10,8,1667.97,5,5,4,554,Champions,0,Regular Customers
16116,206,2,592.88,1,3,3,133,At Risk,1,Lost Customers
16117,190,1,232.21,1,1,1,111,Lost Customers,1,Lost Customers
16119,8,2,423.36,5,3,2,532,Potential Loyalists,0,Regular Customers
16120,59,5,1294.14,3,4,4,344,Loyal Customers,0,Regular Customers
16121,57,2,867.11,3,3,3,333,Loyal Customers,0,Regular Customers
16122,73,4,684.42,2,4,3,243,At Risk,0,Regular Customers
16123,52,1,307.78,3,1,2,312,Potential Loyalists,0,Regular Customers
16124,316,2,187.15,1,3,1,131,At Risk,1,Lost Customers
16125,367,1,289.35,1,1,2,112,Lost Customers,1,Lost Customers
16126,29,4,6287.77,4,4,5,445,Champions,0,Regular Customers
16127,39,1,656.25,3,1,3,313,Potential Loyalists,0,Regular Customers
16128,18,5,1880.22,4,4,4,444,Champions,0,Regular Customers
